## RECSRecommendations Upload File,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,
## RECS,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,
## RECSentity.id,entity.pageUrl,entity.Category,entity.author,entity.title,entity.description,entity.publishingdate,entity.articleimageUrl,entity.readingtime,entity.pageUrl
0bfe0dc6-fd43-3be8-92f5-431a7d31b69d,https://www.lseg.com/en/insights/macro-microscope/reversal-of-fortunes-northern-vs-southern-europe,Video,Indrani De & John Dioufas,"Reversal of fortunes , Northern vs Southern Europe","In this episode of Macro Microscope, Indrani De and John Dioufas discuss Europe's shifting macro landscape.",13/09/2025,/content/dam/ftse-russell/en_us/images/photography/artworked/thumbnail/macro-microscope-thumb.png.transform/rect-768/q90/image.png,7 min,https://www.lseg.com/en/insights/macro-microscope/reversal-of-fortunes-northern-vs-southern-europe
242ba363-16bf-3b0f-810a-41fe0b0a5337,https://www.lseg.com/en/insights/decarbonisation-in-portfolio-benchmarks-2025-tracking-portfolio-carbon-transition,Article,Indrani De & John Dioufas,Decarbonisation in portfolio benchmarks: Tracking the portfolio carbon transition,"Explore LSEG's 2025 report on portfolio decarbonisation, tracking carbon trends in equities and bonds, Scope 3 data, and the rise of green bonds.",24/11/2025,/content/dam/data-analytics/en_us/insights/images/photography/thumbnail/768x432-nzaoa-thumbnail-for-lseg.com.png,4 min,https://www.lseg.com/en/insights/decarbonisation-in-portfolio-benchmarks-2025-tracking-portfolio-carbon-transition
c5747c0d-34f9-38c6-ad0b-a085c6cb3c62,https://www.lseg.com/en/insights/data-analytics/europes-economic-outlook-a-turning-point,Article,Indrani De & John Dioufas,Europe's economic outlook: a turning point?,"ECB slows rate cuts as Germany pivots to defence and infrastructure. Explore Eurozone growth outlook, trade risks, and policy shifts in 2025.",30/09/2025,/content/dam/data-analytics/en_us/insights/images/photography/thumbnail/data-feeds-profile.png,7 min,https://www.lseg.com/en/insights/data-analytics/europes-economic-outlook-a-turning-point
6999329e-2694-35db-87fa-4c803646ab1c,https://www.lseg.com/en/insights/data-testing-in-the-cloud-enables-innovation-and-assurance,Article,Tirthankar Bhaumik,Data testing in the cloud enables innovation and assurance,"Cloud-based Test Data as a Service helps financial firms ensure compliance, operational resilience, and faster innovation with robust market data testing.",03/10/2025,/content/dam/data-analytics/en_us/image/photography/artworked/standard/real-time-data-from-cloud-based-feeds-promo.png,2 min,https://www.lseg.com/en/insights/data-testing-in-the-cloud-enables-innovation-and-assurance
5aec4439-b4f3-3430-9e47-44adf0efc09a,https://www.lseg.com/en/insights/data-analytics/wealth-insider-insights-ai-advisors-the-new-wealth-experience,Article,Sarlota Hohwald,"Wealth Insider Insights: AI, advisors & the new wealth experience ","Discover how AI, advisors, and digital tools are redefining wealth management,balancing scale, personalization, and client trust in a digital-first era.",07/10/2025,/content/dam/lseg/en_us/insights/images/photography/thumbnail/new-stock-images/thumbnails-matching-new-headers/nature-thumb-2.jpeg,9 min,https://www.lseg.com/en/insights/data-analytics/wealth-insider-insights-ai-advisors-the-new-wealth-experience
bf9b0eb2-bb98-3dfa-82bb-c339b09ff151,https://www.lseg.com/en/insights/data-analytics/us-home-ownership-and-renting-more-trouble-with-the-curve,Article,Luke Lu & Robin Marshall,"US home-ownership and renting , more trouble with the curve?",US housing in 2025 faces shifting dynamics. High mortgage rates and Fed policy drive Americans from homeownership toward renting.,31/10/2025,/content/dam/ftse-russell/en_us/images/photography/artworked/thumbnail/factor-investing-on-listed-real-estate-social-share.png,2 min,https://www.lseg.com/en/insights/data-analytics/us-home-ownership-and-renting-more-trouble-with-the-curve
4251e136-4456-3597-89b7-4eb943aed4e8,https://www.lseg.com/en/insights/data-analytics/same-market-new-moves-asias-shifts-in-us-debt-investing,Article,Thomas Hong,"Same market, new moves: Asia's shifts in US debt investing","Asian investors boost exposure to US debt for yield and stability amid tariffs and volatility, supported by LSEG's global evaluated pricing solutions.",13/10/2025,/content/dam/data-analytics/en_us/insights/images/photography/thumbnail/lda3026022-research-analytics-thumb-768x432-2b.jpg,7 min,https://www.lseg.com/en/insights/data-analytics/same-market-new-moves-asias-shifts-in-us-debt-investing
0c1b457d-5eb6-31a9-aaa5-4d5f5b881c49,https://www.lseg.com/en/insights/measuring-green-economy-exposure-of-sdr-funds-with-weighted-average-green-revenue-wagr,Article," Lily Dai, Jon Wallace, Grisha Milushev & Billie-Louise Schlich",Measuring green economy exposure of SDR funds with Weighted Average Green Revenue (WAGR) ,Discover how LSEG's WAGR metric measures SDR fund exposure to the fast-growing green economy and identifies climate-aligned investment opportunities.,16/10/2025,/content/dam/ftse-russell/en_us/images/photography/artworked/thumbnail/sustainable-investment-indices-social-image.png,4 min,https://www.lseg.com/en/insights/measuring-green-economy-exposure-of-sdr-funds-with-weighted-average-green-revenue-wagr
ff364040-7b49-31de-8d13-bc35eb776e13,https://www.lseg.com/en/insights/data-analytics/navigating-volatility-unlocking-treasury-value-through-strategic-fx-transaction-cost-analysis,Article,Jorge Sanchez,Navigating volatility: Unlocking treasury value through strategic FX transaction cost analysis ,"Harness FX TCA to cut costs, boost transparency, and strengthen bank relationships. Unlock treasury value with smarter, data-driven FX strategies.",15/10/2025,/content/dam/ftse-russell/en_us/images/photography/artworked/thumbnail/research-market-commentary/market-insights-wealth-thumb.jpg,7 min,https://www.lseg.com/en/insights/data-analytics/navigating-volatility-unlocking-treasury-value-through-strategic-fx-transaction-cost-analysis
3a3da94c-6748-3f9b-b7e9-9dad7ae3f872,https://www.lseg.com/en/insights/macro-microscope/emerging-markets-shine-despite-tariffs,Video,Indrani De & John Dioufas,Emerging markets shine despite tariffs,"In this episode of Macro Microscope, Indrani De and John Dioufas discuss Europe's shifting macro landscape.",23/10/2025,/content/dam/ftse-russell/en_us/images/photography/artworked/thumbnail/macro-microscope-thumb.png.transform/rect-768/q90/image.png,7 min,https://www.lseg.com/en/insights/macro-microscope/emerging-markets-shine-despite-tariffs
a4e5d492-606f-33d6-bc3d-cd1d7910f315,https://www.lseg.com/en/insights/data-analytics/wealth-insider-insights-personalisation-at-scale-competing-through-integration,Article,Charles Smith,"Wealth insider insights: Personalisation at scale, competing through integration","Discover how data, AI, and technology integration are reshaping wealth management by enabling personalisation at scale and smarter client experiences.",23/10/2025,/content/dam/data-analytics/en_us/insights/images/photography/thumbnail/data-feeds-profile.png,5 min,https://www.lseg.com/en/insights/data-analytics/wealth-insider-insights-personalisation-at-scale-competing-through-integration
a557d520-29fa-3a2c-8185-2d3e3b835aa0,https://www.lseg.com/en/insights/operational-alpha-moving-beyond-the-spreadsheet-to-secure-a-competitive-edge,Article,Charles Smith,Operational Alpha: Moving beyond the spreadsheet to secure a competitive edge,"Unlock operational alpha by replacing spreadsheets with LSEG's integrated P/OMS to streamline workflows, reduce risk, and boost performance.",30/10/2025,/content/dam/data-analytics/en_us/insights/images/photography/thumbnail/lda3026022-future-of-investing-thumb-768x432-2h.jpg,7 min,https://www.lseg.com/en/insights/operational-alpha-moving-beyond-the-spreadsheet-to-secure-a-competitive-edge
d64969b6-6846-37c6-acfe-53f23ac7ed7c,https://www.lseg.com/en/insights/data-analytics/how-ai-in-the-cloud-is-shaping-financial-services-regionally,Article,Charles Smith,How AI in the cloud is shaping financial services regionally,"A new LSEG survey reveals that 91% of financial firms are embracing AI in the cloud, with regional differences shaping innovation, automation, and efficiency in global finance.",12/11/2025,/content/dam/ftse-russell/en_us/images/photography/artworked/thumbnail/classic-reports/digital-asset/fr2800127-digital-asset-thumb-768x432-c.jpg,8 min,https://www.lseg.com/en/insights/data-analytics/how-ai-in-the-cloud-is-shaping-financial-services-regionally
4aa5fbc4-1408-3b2a-827f-6147db763de6,https://www.lseg.com/en/insights/data-analytics/the-future-of-asset-allocation-navigating-a-paradigm-shift2,Article,Seth Cutler,The future of asset allocation: Navigating a paradigm shift,"Rethink asset allocation in a fragmented world. Discover risks, safe havens, and how technology is reshaping investment strategies.",19/11/2025,/content/dam/ftse-russell/en_us/images/photography/artworked/thumbnail/research-market-commentary/asset-allocation-insights/fr2800127-r-mc-asset-allocation-insights-hero-thumb-768x432-a.jpg,6 min,https://www.lseg.com/en/insights/data-analytics/the-future-of-asset-allocation-navigating-a-paradigm-shift2
a8b78601-2d25-3107-b1ae-0ab22ff28e99,https://www.lseg.com/en/insights/data-analytics/wealth-insider-insights-designing-experiences-for-the-digital-first-client,Article,Seth Cutler,Wealth Insider Insights: Designing experiences for the digital-first client,"AI and data are redefining client engagement in wealth management,creating faster, smarter, and more human digital-first experiences.",17/11/2025,/content/dam/marketing/ja_jp/image/photography/blog/standard/adobestock191316707-825x464.jpg,5 min,https://www.lseg.com/en/insights/data-analytics/wealth-insider-insights-designing-experiences-for-the-digital-first-client
7e95de30-176b-3c44-b66e-46964f38b347,https://www.lseg.com/en/insights/cop30-net-zero-atlas,Article,"Kieran Brophy, Jaakko Kooroshy, Alan Meng & Edmund Bourne",COP30 Net Zero Atlas,"Discover how LSEG's COP30 Net Zero Atlas maps physical climate risks , from floods to heatwaves , across global economies to guide resilient investment.",18/11/2025,/content/dam/ftse-russell/en_us/insights/images/photography/thumbnail/cop30-net-zero-atlas-thumbnail-for-lseg.png,4 min,https://www.lseg.com/en/insights/cop30-net-zero-atlas
6dc78b48-bd8c-3dbe-8acb-8ebe2a0a69c4,https://www.lseg.com/en/insights/data-analytics/golds-meteoric-rise-in-2025-a-safe-haven-amid-global-uncertainty,Article,Erwan Jacob,Gold's meteoric rise in 2025: A safe haven amid global uncertainty,"Gold has surged 50% in 2025 as global uncertainty, weak currencies, and rising central bank demand fuel its strongest rally since 1979. Here's what's driving it.",19/11/2025,/content/dam/ftse-russell/en_us/images/photography/artworked/thumbnail/gold-in-a-fragmented-world-social-share.jpg,7 min,https://www.lseg.com/en/insights/data-analytics/golds-meteoric-rise-in-2025-a-safe-haven-amid-global-uncertainty
7d6cbb2d-826e-3d97-836e-e879e91a2d8d,https://www.lseg.com/en/insights/data-analytics/breaking-the-cycle-predicting-market-downturns-with-news,Article,Amit Das,Breaking the cycle: Predicting market downturns with news,Discover how daily news sentiment shifts can forecast bear markets and help investors anticipate downturns before they hit.,24/11/2025,/content/dam/data-analytics/en_us/insights/images/photography/thumbnail/breaking-the-cycle-banner-image-768x432.png,6 min,https://www.lseg.com/en/insights/data-analytics/breaking-the-cycle-predicting-market-downturns-with-news
